* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
* Note to Katu: look for [^.*(heyword).*\n?] when mass deleting lines. Omit []. Alt+Enter to select all and Delete to del.
*
1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
4355, badlands, terralith:painted_mountains, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4356, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
4357, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
4358, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
4359, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
4360, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
4361, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
4362, plains, minecraft:plains, MONSTER, minecraft:enderman, 5, 1, 4
4363, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
4364, plains, minecraft:plains, MONSTER, graveyard:nightmare, 10, 1, 1
4365, plains, minecraft:plains, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4366, plains, minecraft:plains, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4367, plains, minecraft:plains, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4368, plains, minecraft:plains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4369, plains, minecraft:plains, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4370, plains, minecraft:plains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4371, plains, minecraft:plains, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4372, plains, minecraft:plains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4374, plains, minecraft:plains, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4375, plains, minecraft:plains, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4377, plains, minecraft:plains, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4378, plains, minecraft:plains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4379, plains, minecraft:plains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4380, plains, minecraft:plains, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4381, plains, minecraft:plains, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4382, plains, minecraft:plains, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4385, plains, minecraft:plains, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4387, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
4388, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
4389, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
4390, plains, minecraft:plains, CREATURE, minecraft:cow, 10, 4, 4
4391, plains, minecraft:plains, CREATURE, minecraft:horse, 10, 1, 3
4392, plains, minecraft:plains, CREATURE, minecraft:donkey, 10, 1, 3
4393, plains, minecraft:plains, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4394, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
4395, plains, minecraft:plains, AMBIENT, distantfriends:friend, 20, 1, 2
4397, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4398, plains, minecraft:plains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4399, plains, minecraft:plains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4400, plains, minecraft:plains, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4401, plains, minecraft:plains, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4402, plains, minecraft:plains, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4403, none, terralith:red_oasis, MONSTER, minecraft:spider, 80, 4, 4
4404, none, terralith:red_oasis, MONSTER, minecraft:zombie, 19, 4, 4
4405, none, terralith:red_oasis, MONSTER, minecraft:zombie_villager, 10, 1, 1
4406, none, terralith:red_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
4407, none, terralith:red_oasis, MONSTER, minecraft:creeper, 80, 4, 4
4408, none, terralith:red_oasis, MONSTER, minecraft:slime, 80, 4, 4
4409, none, terralith:red_oasis, MONSTER, minecraft:enderman, 5, 1, 4
4410, none, terralith:red_oasis, MONSTER, minecraft:witch, 5, 1, 1
4411, none, terralith:red_oasis, MONSTER, minecraft:husk, 80, 4, 4
4412, none, terralith:red_oasis, MONSTER, graveyard:nightmare, 10, 1, 1
4413, none, terralith:red_oasis, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4414, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4415, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4416, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4417, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4418, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4419, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4420, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4421, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4422, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4423, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4425, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4426, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4427, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4428, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4429, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4430, none, terralith:red_oasis, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4431, none, terralith:red_oasis, CREATURE, minecraft:rabbit, 10, 2, 3
4432, none, terralith:red_oasis, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4433, none, terralith:red_oasis, AMBIENT, minecraft:bat, 10, 8, 8
4434, none, terralith:red_oasis, AMBIENT, distantfriends:friend, 20, 1, 2
4435, none, terralith:red_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4436, none, terralith:red_oasis, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4437, none, terralith:red_oasis, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4438, none, terralith:red_oasis, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4439, none, terralith:red_oasis, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4440, none, terralith:red_oasis, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4441, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
4442, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
4443, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
4444, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
4445, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
4446, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
4447, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
4448, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
4449, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
4450, river, minecraft:river, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4451, river, minecraft:river, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4452, river, minecraft:river, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4453, river, minecraft:river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4454, river, minecraft:river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4455, river, minecraft:river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4456, river, minecraft:river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4457, river, minecraft:river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4458, river, minecraft:river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4459, river, minecraft:river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4461, river, minecraft:river, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4462, river, minecraft:river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4463, river, minecraft:river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4464, river, minecraft:river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4465, river, minecraft:river, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4466, river, minecraft:river, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4469, river, minecraft:river, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4471, river, minecraft:river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4472, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
4473, river, minecraft:river, AMBIENT, distantfriends:friend, 20, 1, 2
4475, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4476, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
4477, river, minecraft:river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4478, river, minecraft:river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4479, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
4480, river, minecraft:river, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4481, river, minecraft:river, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4482, river, minecraft:river, WATER_AMBIENT, fishofthieves:pondie, 15, 2, 4
4483, river, minecraft:river, WATER_AMBIENT, fishofthieves:pondie, 10, 1, 2
4484, river, minecraft:river, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4485, jungle, terralith:rocky_jungle, MONSTER, minecraft:spider, 80, 4, 4
4486, jungle, terralith:rocky_jungle, MONSTER, minecraft:zombie, 80, 4, 4
4487, jungle, terralith:rocky_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
4488, jungle, terralith:rocky_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
4489, jungle, terralith:rocky_jungle, MONSTER, minecraft:creeper, 80, 4, 4
4490, jungle, terralith:rocky_jungle, MONSTER, minecraft:slime, 80, 4, 4
4491, jungle, terralith:rocky_jungle, MONSTER, minecraft:enderman, 5, 1, 4
4492, jungle, terralith:rocky_jungle, MONSTER, minecraft:witch, 5, 1, 1
4493, jungle, terralith:rocky_jungle, MONSTER, minecraft:ocelot, 10, 1, 3
4494, jungle, terralith:rocky_jungle, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4495, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4496, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4497, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4498, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4499, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4500, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4501, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4502, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4503, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4504, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4506, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4507, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4508, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4509, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4510, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4511, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4513, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 20, 2, 4
4514, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:swarmer, 20, 1, 2
4516, jungle, terralith:rocky_jungle, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4518, jungle, terralith:rocky_jungle, CREATURE, minecraft:sheep, 12, 4, 4
4519, jungle, terralith:rocky_jungle, CREATURE, minecraft:pig, 10, 4, 4
4520, jungle, terralith:rocky_jungle, CREATURE, minecraft:chicken, 10, 4, 4
4521, jungle, terralith:rocky_jungle, CREATURE, minecraft:cow, 10, 4, 4
4522, jungle, terralith:rocky_jungle, CREATURE, minecraft:chicken, 10, 2, 2
4523, jungle, terralith:rocky_jungle, CREATURE, minecraft:parrot, 40, 1, 2
4524, jungle, terralith:rocky_jungle, CREATURE, minecraft:panda, 10, 1, 2
4525, jungle, terralith:rocky_jungle, CREATURE, minecraft:wolf, 10, 4, 4
4526, jungle, terralith:rocky_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4527, jungle, terralith:rocky_jungle, AMBIENT, minecraft:bat, 10, 8, 8
4528, jungle, terralith:rocky_jungle, AMBIENT, distantfriends:friend, 20, 1, 2
4530, jungle, terralith:rocky_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4531, jungle, terralith:rocky_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4532, jungle, terralith:rocky_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4533, jungle, terralith:rocky_jungle, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4534, jungle, terralith:rocky_jungle, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4535, jungle, terralith:rocky_jungle, WATER_AMBIENT, fishofthieves:islehopper, 10, 2, 4
4536, jungle, terralith:rocky_jungle, WATER_AMBIENT, fishofthieves:wildsplash, 10, 2, 4
4537, jungle, terralith:rocky_jungle, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4538, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:spider, 80, 4, 4
4539, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie, 80, 4, 4
4540, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
4541, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
4542, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:creeper, 80, 4, 4
4543, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:slime, 80, 4, 4
4544, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:enderman, 5, 1, 4
4545, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:witch, 5, 1, 1
4546, extreme_hills, terralith:rocky_mountains, MONSTER, graveyard:nightmare, 10, 1, 1
4547, extreme_hills, terralith:rocky_mountains, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4548, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4549, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4550, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4551, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4552, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4553, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4554, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4555, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4556, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4557, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4559, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4560, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4561, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4562, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4563, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4564, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4567, extreme_hills, terralith:rocky_mountains, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4569, extreme_hills, terralith:rocky_mountains, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4570, extreme_hills, terralith:rocky_mountains, AMBIENT, minecraft:bat, 10, 8, 8
4571, extreme_hills, terralith:rocky_mountains, AMBIENT, distantfriends:friend, 20, 1, 2
4573, extreme_hills, terralith:rocky_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4574, extreme_hills, terralith:rocky_mountains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4575, extreme_hills, terralith:rocky_mountains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4576, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4577, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4578, extreme_hills, terralith:rocky_mountains, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4579, none, terralith:rocky_shrubland, MONSTER, minecraft:spider, 80, 4, 4
4580, none, terralith:rocky_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
4581, none, terralith:rocky_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
4582, none, terralith:rocky_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
4583, none, terralith:rocky_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
4584, none, terralith:rocky_shrubland, MONSTER, minecraft:slime, 80, 4, 4
4585, none, terralith:rocky_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
4586, none, terralith:rocky_shrubland, MONSTER, minecraft:witch, 5, 1, 1
4587, none, terralith:rocky_shrubland, MONSTER, graveyard:nightmare, 10, 1, 1
4588, none, terralith:rocky_shrubland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4589, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4590, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4591, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4592, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4593, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4594, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4595, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4596, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4597, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4598, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4600, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4601, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4602, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4603, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4604, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4605, none, terralith:rocky_shrubland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4606, none, terralith:rocky_shrubland, CREATURE, minecraft:sheep, 12, 4, 4
4607, none, terralith:rocky_shrubland, CREATURE, minecraft:pig, 10, 4, 4
4608, none, terralith:rocky_shrubland, CREATURE, minecraft:chicken, 10, 4, 4
4609, none, terralith:rocky_shrubland, CREATURE, minecraft:cow, 10, 4, 4
4610, none, terralith:rocky_shrubland, CREATURE, minecraft:horse, 10, 1, 3
4611, none, terralith:rocky_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
4612, none, terralith:rocky_shrubland, CREATURE, minecraft:wolf, 10, 4, 4
4613, none, terralith:rocky_shrubland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4614, none, terralith:rocky_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
4615, none, terralith:rocky_shrubland, AMBIENT, distantfriends:friend, 20, 1, 2
4616, none, terralith:rocky_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4617, none, terralith:rocky_shrubland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4618, none, terralith:rocky_shrubland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4619, none, terralith:rocky_shrubland, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4620, none, terralith:rocky_shrubland, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4621, none, terralith:rocky_shrubland, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4622, forest, terralith:sakura_grove, MONSTER, minecraft:spider, 80, 4, 4
4623, forest, terralith:sakura_grove, MONSTER, minecraft:zombie, 80, 4, 4
4624, forest, terralith:sakura_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
4625, forest, terralith:sakura_grove, MONSTER, minecraft:skeleton, 80, 4, 4
4626, forest, terralith:sakura_grove, MONSTER, minecraft:creeper, 80, 4, 4
4627, forest, terralith:sakura_grove, MONSTER, minecraft:slime, 80, 4, 4
4628, forest, terralith:sakura_grove, MONSTER, minecraft:enderman, 5, 1, 4
4629, forest, terralith:sakura_grove, MONSTER, minecraft:witch, 5, 1, 1
4630, forest, terralith:sakura_grove, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4631, forest, terralith:sakura_grove, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4632, forest, terralith:sakura_grove, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4633, forest, terralith:sakura_grove, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4634, forest, terralith:sakura_grove, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4635, forest, terralith:sakura_grove, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
